Indicador,x1,x2,Fitness
Mejor,9.999998356309353,6.842101311186793e-08,0.0847531534398248
Media,9.999998469091176,9.024590698431024e-08,0.08475315730078903
Peor,9.999998694644823,1.3744570490428336e-07,0.08475316583060843
Desv. estándar,,,2.1194324300091435e-09
