Indicador,x1,x2,Fitness
Mejor,9.999999986978004,0.49415688219560383,-0.30156612832724866
Media,9.999999997539346,0.8405042149998064,-0.18058315732474214
Peor,9.999999999311125,0.9598996495792864,-0.13573369048414996
Desv. estándar,,,0.0377595455631966
