Indicador,x1,x2,Fitness
Mejor,9.99999990073029,4.175244017723931e-09,0.0847531236864636
Media,9.999999915831948,1.6173599209492607e-08,0.08475312626865075
Peor,9.99999998362136,5.388564090237623e-08,0.0847531341855688
Desv. estándar,,,1.879699408516345e-09
