Indicador,x1,x2,Fitness
Mejor,9.999999944604236,4.40693601177915e-09,0.08475312330924291
Media,9.999999942234329,4.824404325298667e-09,0.08475312342745993
Peor,9.999999646902399,2.5308123372176857e-09,0.08475312579965788
Desv. estándar,,,3.0438735029895145e-10
