Indicador,x1,x2,Fitness
Mejor,9.999974716116823,9.172273469447981e-07,0.08475357824506924
Media,9.999980067988835,1.7164282421133783e-06,0.0847537076565986
Peor,9.999996829972176,3.70987915429848e-06,0.08475399700895216
Desv. estándar,,,7.787056126069699e-08
