Indicador,x1,x2,Fitness
Mejor,2.2871384811370866e-13,1.4987166882305483e-13,-6.84574278505749
Media,2.3594002761067003e-13,1.5357520058063133e-13,-6.680198877693176
Peor,1.5637363165949756e-13,1.0273847601320613e-13,-6.464229997152647
Desv. estándar,,,0.10432104816402996
