Indicador,x1,x2,Fitness
Mejor,3.913134846525591e-12,3.4748755443199758e-12,-6.84574278505749
Media,4.8964236715171455e-12,5.690616908474952e-12,-6.84410876791044
Peor,2.022689823809533e-12,1.987329309987347e-12,-6.794361605918833
Desv. estándar,,,0.007210232290596918
