Indicador,x1,x2,Fitness
Mejor,1.7843422607496794e-07,8.014249039032631e-07,-6.84574278505749
Media,1.1460637881174325e-06,1.6910638321658847e-06,-6.84574278505749
Peor,1.7843422607496794e-07,8.014249039032631e-07,-6.84574278505749
Desv. estándar,,,0.0
