Indicador,x1,x2,Fitness
Mejor,0.3577318054527436,0.6943242341724402,-6.845742785057491
Media,0.06657731567110316,0.11516973360525551,-6.845726850526803
Peor,0.6976475214069536,0.9518798461737086,-6.843653614344338
Desv. estándar,,,0.00017067466506128385
