Indicador,x1,x2,Fitness
Mejor,8.181222659583486,0.5257370469424898,-4.128421621722379
Media,9.954544937930546,0.9879040176577968,-4.128421621722377
Peor,9.991307850980107,0.9975280285805094,-4.128421621722377
Desv. estándar,,,2.1828723376035e-16
