Indicador,x1,x2,Fitness
Mejor,8.670172653745347,0.4801434099155808,-4.128421621722379
Media,0.460485514351515,0.018094027403498154,-4.128421621722377
Peor,0.01630110713664734,0.0008769086138849594,-4.128421621722377
Desv. estándar,,,1.9251124497003625e-16
