Indicador,x1,x2,Fitness
Mejor,9.999999989165746,8.058075474304972e-10,-0.19537556293368882
Media,9.999999984558126,5.276992996636976e-10,-0.19537556291741376
Peor,9.999999727175494,2.9605800935540025e-09,-0.19537556142859805
Desv. estándar,,,1.2240004640307924e-10
