Indicador,x1,x2,Fitness
Mejor,9.999999983810362,1.9031514506841835e-09,-0.19537556286894026
Media,9.999999981414973,1.9778911619251147e-09,-0.1953755628534034
Peor,9.999999968602847,3.797299371583957e-09,-0.1953755627244998
Desv. estándar,,,1.8060521758321255e-11
