Indicador,x1,x2,Fitness
Mejor,9.99999988232469,1.1357054772249485e-08,-0.1953755620078402
Media,9.999999895579327,7.523334205865845e-08,-0.19537556001963338
Peor,9.999999967549979,2.5188114141663826e-07,-0.19537555471481502
Desv. estándar,,,1.5247538538696127e-09
