Indicador,x1,x2,Fitness
Mejor,9.99999766780126,2.1362626884764437e-06,-0.19537548131696847
Media,9.999997544562785,2.6558246916576715e-06,-0.1953754638786468
Peor,9.999998331322653,4.201282480414804e-06,-0.19537541832699185
Desv. estándar,,,1.3622397444972083e-08
