Generacion,Mejor alpha,Mejor delta,Mejor Fitness
1,9.375900874384925,0.46007887372527534,-0.2131779704638722
2,9.928340338082426,0.40251072634912877,-0.2234989793637718
3,9.928340338082426,0.40251072634912877,-0.2234989793637718
4,9.928340338082426,0.40251072634912877,-0.2234989793637718
5,9.928340338082426,0.40251072634912877,-0.2234989793637718
6,9.98399884499981,0.39274153848076565,-0.2237018033980412
7,9.990972027599565,0.4246290680303072,-0.22395263654707837
8,9.990972027599565,0.4246290680303072,-0.22395263654707837
9,9.990972027599565,0.4246290680303072,-0.22395263654707837
10,9.990972027599565,0.4246290680303072,-0.22395263654707837
11,9.990972027599565,0.4246290680303072,-0.22395263654707837
12,9.990972027599565,0.4246290680303072,-0.22395263654707837
13,9.990972027599565,0.4246290680303072,-0.22395263654707837
14,9.990972027599565,0.4246290680303072,-0.22395263654707837
15,9.990972027599565,0.4246290680303072,-0.22395263654707837
16,9.990972027599565,0.4246290680303072,-0.22395263654707837
17,9.990972027599565,0.4246290680303072,-0.22395263654707837
18,9.990972027599565,0.4246290680303072,-0.22395263654707837
19,9.990972027599565,0.4246290680303072,-0.22395263654707837
20,9.990972027599565,0.4246290680303072,-0.22395263654707837
21,9.999777386058371,0.408859688631799,-0.22439978430737342
22,9.999777386058371,0.408859688631799,-0.22439978430737342
23,9.999777386058371,0.408859688631799,-0.22439978430737342
24,9.999844267193014,0.41045413602142783,-0.2244042375260319
25,9.999844267193014,0.41045413602142783,-0.2244042375260319
26,9.999844267193014,0.41045413602142783,-0.2244042375260319
27,9.999844267193014,0.41045413602142783,-0.2244042375260319
28,9.999844267193014,0.41045413602142783,-0.2244042375260319
29,9.999844267193014,0.41045413602142783,-0.2244042375260319
30,9.999988648714304,0.4102650405575056,-0.22440588194561012
31,9.999988648714304,0.4102650405575056,-0.22440588194561012
32,9.999988648714304,0.4102650405575056,-0.22440588194561012
33,9.999988648714304,0.4102650405575056,-0.22440588194561012
34,9.999988648714304,0.4102650405575056,-0.22440588194561012
35,9.999988648714304,0.4102650405575056,-0.22440588194561012
36,9.999988648714304,0.4102650405575056,-0.22440588194561012
37,9.999988648714304,0.4102650405575056,-0.22440588194561012
38,9.999988648714304,0.4102650405575056,-0.22440588194561012
39,9.999988648714304,0.4102650405575056,-0.22440588194561012
40,9.999988648714304,0.4102650405575056,-0.22440588194561012
41,9.999988648714304,0.4102650405575056,-0.22440588194561012
42,9.999988648714304,0.4102650405575056,-0.22440588194561012
43,9.999988648714304,0.4102650405575056,-0.22440588194561012
44,9.999988648714304,0.4102650405575056,-0.22440588194561012
45,9.999988648714304,0.4102650405575056,-0.22440588194561012
46,9.999988648714304,0.4102650405575056,-0.22440588194561012
47,9.999988648714304,0.4102650405575056,-0.22440588194561012
48,9.999988648714304,0.4102650405575056,-0.22440588194561012
49,9.999988648714304,0.4102650405575056,-0.22440588194561012
50,9.999988648714304,0.4102650405575056,-0.22440588194561012
