Generacion,Mejor alpha,Mejor delta,Mejor Fitness
1,9.43547744075891,0.11507820386583278,-0.18468438224163275
2,9.43547744075891,0.11507820386583278,-0.18468438224163275
3,9.595877334882903,0.07888689964007375,-0.18894524243532745
4,9.233491094200112,0.017661374028312832,-0.19026988133459308
5,9.233491094200112,0.017661374028312832,-0.19026988133459308
6,9.233491094200112,0.017661374028312832,-0.19026988133459308
7,9.893954019279576,0.013590169342524336,-0.19430935347619765
8,9.893954019279576,0.013590169342524336,-0.19430935347619765
9,9.866898064789979,0.0017171209774751225,-0.19458317425247984
10,9.98094106573409,0.0005740447519240813,-0.1952523610283683
11,9.988331340193719,0.0007966812346785271,-0.19528570429530548
12,9.99927560881391,0.0006691890067047362,-0.1953499252176248
13,9.99927560881391,0.0006691890067047362,-0.1953499252176248
14,9.998085941954432,0.00046730961114766856,-0.19534995398520874
15,9.998085941954432,0.00046730961114766856,-0.19534995398520874
16,9.9989468785731,0.0002810551947343156,-0.19536070908651865
17,9.998350137072231,4.453816688823457e-05,-0.19536508397404864
18,9.999803150822588,8.304192959586738e-05,-0.1953718039308485
19,9.999803150822588,8.304192959586738e-05,-0.1953718039308485
20,9.999794457685796,6.762742268338215e-05,-0.19537225401781716
21,9.999826610492734,2.5379983438541636e-05,-0.19537379395275437
22,9.999903316235109,2.2803982934847304e-05,-0.19537429741328896
23,9.999869105547862,1.0975412882514693e-05,-0.19537449165027512
24,9.999939349757181,1.416077007450312e-05,-0.19537477377852422
25,9.999939349757181,1.416077007450312e-05,-0.19537477377852422
26,9.999941907449392,1.3131712858180654e-05,-0.1953748209992178
27,9.999990522034544,1.6742081559888075e-05,-0.1953749708886117
28,9.999990333001305,1.6618242354575352e-05,-0.19537497384889194
29,9.999990333001305,1.6618242354575352e-05,-0.19537497384889194
30,9.999990333001305,1.6618242354575352e-05,-0.19537497384889194
31,9.999994595065381,1.2123813650194298e-05,-0.1953751422283739
32,9.999990523294677,3.148919083789802e-06,-0.19537540949642065
33,9.999986641431429,1.2657438767067591e-06,-0.19537544898396836
34,9.999991200260604,1.4518799595228803e-06,-0.19537546795868732
35,9.99999675153118,1.0235202822155116e-06,-0.19537551219717988
36,9.99999675153118,1.0235202822155116e-06,-0.19537551219717988
37,9.999998336487897,6.7049574408481e-07,-0.19537553227163987
38,9.999998336487897,6.7049574408481e-07,-0.19537553227163987
39,9.999998323593571,6.28402921122853e-07,-0.19537553355903173
40,9.999998006435595,3.580960163216218e-07,-0.1953755405421029
41,9.999998006435595,3.580960163216218e-07,-0.1953755405421029
42,9.99999885665882,9.098012921188453e-08,-0.1953755538188468
43,9.999999808900174,1.1700370667024429e-07,-0.19537555819704222
44,9.999999845934946,4.2823525966686315e-08,-0.19537556079324395
45,9.999999727175494,2.9605800935540025e-09,-0.19537556142859805
46,9.999999727175494,2.9605800935540025e-09,-0.19537556142859805
47,9.999999727175494,2.9605800935540025e-09,-0.19537556142859805
48,9.999999727175494,2.9605800935540025e-09,-0.19537556142859805
49,9.999999727175494,2.9605800935540025e-09,-0.19537556142859805
50,9.999999727175494,2.9605800935540025e-09,-0.19537556142859805
