Generacion,Mejor alpha,Mejor delta,Mejor Fitness
1,8.44857510642109,0.04079283417329116,0.1132916411316929
2,8.261794542450302,0.03278398972768755,0.11329074850249235
3,9.317581631814289,0.0619989134901084,0.11013385869955805
4,9.317581631814289,0.0619989134901084,0.11013385869955805
5,9.317581631814289,0.0619989134901084,0.11013385869955805
6,9.317581631814289,0.0619989134901084,0.11013385869955805
7,9.328973040462369,0.06085736934203739,0.1096019144749328
8,9.213058346297426,0.0498574413415927,0.10710942898264725
9,9.213058346297426,0.0498574413415927,0.10710942898264725
10,9.572320950866603,0.04888475198435138,0.10284365064700991
11,9.572320950866603,0.04888475198435138,0.10284365064700991
12,9.623270334545419,0.029325167099958055,0.09621316721997646
13,9.623270334545419,0.029325167099958055,0.09621316721997646
14,9.454840195742896,0.0005312983228849544,0.09050121574290503
15,9.454840195742896,0.0005312983228849544,0.09050121574290503
16,9.454840195742896,0.0005312983228849544,0.09050121574290503
17,9.710639986321008,0.0008520298445442278,0.08786508782418952
18,9.710639986321008,0.0008520298445442278,0.08786508782418952
19,9.743613712539087,0.0009920178372964925,0.08755718445864367
20,9.79010791529285,0.0012103128631682767,0.08713128048214752
21,9.835054969016843,0.001450655562326722,0.08673011173730052
22,9.835054969016843,0.001450655562326722,0.08673011173730052
23,9.835054969016843,0.001450655562326722,0.08673011173730052
24,9.835054969016843,0.001450655562326722,0.08673011173730052
25,9.835054969016843,0.001450655562326722,0.08673011173730052
26,9.835054969016843,0.001450655562326722,0.08673011173730052
27,9.835054969016843,0.001450655562326722,0.08673011173730052
28,9.835054969016843,0.001450655562326722,0.08673011173730052
29,9.87356581604579,0.0016396432891673763,0.08638537086930721
30,9.920592120809564,0.0022910256380330187,0.08606585205541128
31,9.931341171752184,0.0018170800537655348,0.0858485894473745
32,9.9903345415819,0.0024418263704319917,0.08540963397721724
33,9.9903345415819,0.0024418263704319917,0.08540963397721724
34,9.98493931711704,0.001026149816432704,0.08513563276112046
35,9.995563405612465,0.0008133190279918075,0.08498236956331365
36,9.992258039327574,9.570280857848512e-05,0.08485084012827857
37,9.999396781557882,0.00018225540198969095,0.08480053826090782
38,9.999126394775864,8.019534802536599e-05,0.08477993856884405
39,9.999126394775864,8.019534802536599e-05,0.08477993856884405
40,9.999126394775864,8.019534802536599e-05,0.08477993856884405
41,9.998915139104987,6.0665339025715504e-05,0.08477756246724528
42,9.99886655619187,5.701546056859692e-05,0.0847772077102918
43,9.99886655619187,5.701546056859692e-05,0.0847772077102918
44,9.99886655619187,5.701546056859692e-05,0.0847772077102918
45,9.999197843352066,5.9261240860603774e-05,0.08477447172190068
46,9.999236054924724,5.950403514727203e-05,0.08477415246066086
47,9.999236054924724,5.950403514727203e-05,0.08477415246066086
48,9.999236054924724,5.950403514727203e-05,0.08477415246066086
49,9.999236054924724,5.950403514727203e-05,0.08477415246066086
50,9.999436921919553,6.49360950960248e-05,0.08477342040175406
51,9.99962670644567,4.312419887132684e-05,0.08476659470379366
52,9.999507206824372,2.9875785275564966e-05,0.08476475026126011
53,9.999322928511999,1.560348250288341e-05,0.08476330800954829
54,9.999322928511999,1.560348250288341e-05,0.08476330800954829
55,9.999322928511999,1.560348250288341e-05,0.08476330800954829
56,9.999322928511999,1.560348250288341e-05,0.08476330800954829
57,9.999322928511999,1.560348250288341e-05,0.08476330800954829
58,9.999322928511999,1.560348250288341e-05,0.08476330800954829
59,9.999322928511999,1.560348250288341e-05,0.08476330800954829
60,9.999322928511999,1.560348250288341e-05,0.08476330800954829
61,9.999420799063396,6.896777035782517e-06,0.08476036736726249
62,9.999420799063396,6.896777035782517e-06,0.08476036736726249
63,9.999420799063396,6.896777035782517e-06,0.08476036736726249
64,9.999965407852631,1.5323653017739841e-06,0.08475380943548523
65,9.999989946720879,2.0292037284811407e-07,0.08475326645420948
66,9.999989946720879,2.0292037284811407e-07,0.08475326645420948
67,9.999992349953194,1.0783848390499644e-07,0.08475322126825156
68,9.999996061669721,1.5817542124982905e-07,0.08475319634934092
69,9.999999805191784,3.0097161423804713e-07,0.08475319215753709
70,9.999999775840088,2.543505527696942e-07,0.08475318183671762
71,9.999999775840088,2.543505527696942e-07,0.08475318183671762
72,9.999999775840088,2.543505527696942e-07,0.08475318183671762
73,9.99999972699474,1.9892664430700137e-07,0.0847531697038757
74,9.99999972699474,1.9892664430700137e-07,0.0847531697038757
75,9.999999587724085,9.775612535472768e-08,0.08475314804770082
76,9.999999565092153,9.237278798044736e-08,0.084753147044525
77,9.99999929684193,3.539746174572679e-08,0.08475313670873232
78,9.99999929684193,3.539746174572679e-08,0.08475313670873232
79,9.99999929684193,3.539746174572679e-08,0.08475313670873232
80,9.99999929684193,3.539746174572679e-08,0.08475313670873232
81,9.999999983404761,3.930556326775336e-08,0.08475313087005501
82,9.999999972952109,5.113653769889171e-09,0.08475312319225958
83,9.999999966917471,2.172093772739949e-09,0.08475312258205618
84,9.999999966917471,2.172093772739949e-09,0.08475312258205618
85,9.99999998246055,2.255110719167073e-09,0.0847531224486325
86,9.99999998246055,2.255110719167073e-09,0.0847531224486325
87,9.999999977763736,1.6556764026394046e-09,0.08475312235826005
88,9.999999982635961,1.0144726663251064e-09,0.08475312216461163
89,9.999999973321966,4.703140592619676e-10,0.08475312213206278
90,9.99999998735563,7.177459740282454e-10,0.08475312205084252
91,9.99999998735563,7.177459740282454e-10,0.08475312205084252
92,9.999999976922437,6.449424728104343e-11,0.08475312200443752
93,9.999999976922437,6.449424728104343e-11,0.08475312200443752
94,9.999999981214359,7.558789535316655e-11,0.0847531219649033
95,9.999999981214359,7.558789535316655e-11,0.0847531219649033
96,9.99999998487699,8.994233019320394e-11,0.08475312193227777
97,9.99999998487699,8.994233019320394e-11,0.08475312193227777
98,9.99999998487699,8.994233019320394e-11,0.08475312193227777
99,9.99999998487699,8.994233019320394e-11,0.08475312193227777
100,9.999999991150966,1.2701935505130028e-10,0.08475312187923285
101,9.999999997429544,8.655138285572055e-11,0.08475312180849787
102,9.9999999975086,8.911139690494294e-11,0.08475312180830569
103,9.999999995796115,1.4680427742318204e-11,0.08475312180815066
104,9.999999997050548,1.906558209592144e-11,0.08475312179685571
105,9.999999997050548,1.906558209592144e-11,0.08475312179685571
106,9.999999999606112,1.0599102178804495e-11,0.084753121769886
107,9.999999999832657,1.5143933026986093e-11,0.08475312176870015
108,9.999999999832657,1.5143933026986093e-11,0.08475312176870015
109,9.999999999776714,3.364854293232334e-12,0.0847531217665681
110,9.999999999825151,4.094723251463941e-12,0.08475312176625951
111,9.99999999990901,5.965058547459937e-12,0.08475312176586333
112,9.999999999854017,2.2173424650378347e-12,0.08475312176554943
113,9.99999999991654,3.167732032228249e-12,0.08475312176515304
114,9.99999999995943,4.749468481093302e-12,0.08475312176509266
115,9.999999999928296,9.642686507003299e-13,0.08475312176453643
116,9.999999999999185,1.9034354038720126e-12,0.08475312176405544
117,9.999999999998728,8.366220995096997e-13,0.08475312176381718
118,9.999999999997552,6.379585206812825e-14,0.08475312176365286
119,9.999999999997552,6.379585206812825e-14,0.08475312176365286
120,9.999999999997806,7.044196209198275e-14,0.08475312176365189
121,9.9999999999976,2.770738579564969e-14,0.08475312176364418
122,9.999999999999902,5.4216835390690227e-14,0.08475312176362762
123,9.999999999999902,5.4216835390690227e-14,0.08475312176362762
124,9.99999999999987,3.800757923116294e-14,0.08475312176362426
125,9.99999999999987,3.800757923116294e-14,0.08475312176362426
126,9.999999999999844,3.009901974703118e-14,0.08475312176362272
127,9.99999999999989,9.363825195833909e-15,0.08475312176361754
128,9.999999999999845,1.3702194185327815e-15,0.08475312176361616
129,9.99999999999993,2.147375535770391e-15,0.0847531217636155
130,9.99999999999993,2.147375535770391e-15,0.0847531217636155
131,9.99999999999993,2.147375535770391e-15,0.0847531217636155
132,9.99999999999993,2.147375535770391e-15,0.0847531217636155
133,9.99999999999993,2.147375535770391e-15,0.0847531217636155
134,9.999999999999918,1.4812417209952972e-15,0.08475312176361548
135,9.999999999999918,1.4812417209952972e-15,0.08475312176361548
136,9.999999999999918,1.4812417209952972e-15,0.08475312176361548
137,9.999999999999918,1.4812417209952972e-15,0.08475312176361548
138,9.999999999999918,1.4812417209952972e-15,0.08475312176361548
139,9.999999999999918,1.4812417209952972e-15,0.08475312176361548
140,9.999999999999925,7.040856037576876e-16,0.08475312176361526
141,9.999999999999938,1.1481748136077502e-15,0.08475312176361521
142,9.999999999999993,2.59996393907625e-16,0.08475312176361448
143,9.999999999999995,2.59996393907625e-16,0.08475312176361446
144,9.999999999999996,2.59996393907625e-16,0.08475312176361445
145,9.999999999999995,1.4897409144510935e-16,0.08475312176361444
146,9.999999999999996,1.4897409144510935e-16,0.08475312176361441
147,9.999999999999995,3.7951788982593694e-17,0.08475312176361441
148,9.999999999999995,3.7951788982593694e-17,0.08475312176361441
149,9.999999999999995,3.7951788982593694e-17,0.08475312176361441
150,9.999999999999996,3.7951788982593694e-17,0.0847531217636144
151,9.999999999999998,3.7951788982593694e-17,0.08475312176361437
152,10.0,3.7951788982593694e-17,0.08475312176361435
153,10.0,3.7951788982593694e-17,0.08475312176361435
154,10.0,3.7951788982593694e-17,0.08475312176361435
155,10.0,3.7951788982593694e-17,0.08475312176361435
156,10.0,3.7951788982593694e-17,0.08475312176361435
157,10.0,3.7951788982593694e-17,0.08475312176361435
158,10.0,3.7951788982593694e-17,0.08475312176361435
159,10.0,3.7951788982593694e-17,0.08475312176361435
160,10.0,3.7951788982593694e-17,0.08475312176361435
161,10.0,3.7951788982593694e-17,0.08475312176361435
162,10.0,3.7951788982593694e-17,0.08475312176361435
163,10.0,3.7951788982593694e-17,0.08475312176361435
164,10.0,3.7951788982593694e-17,0.08475312176361435
165,10.0,3.7951788982593694e-17,0.08475312176361435
166,10.0,3.7951788982593694e-17,0.08475312176361435
