Generacion,Mejor alpha,Mejor delta,Mejor Fitness
1,7.740427587781022,0.04330999770066746,0.12320795263777486
2,7.740427587781022,0.04330999770066746,0.12320795263777486
3,9.603229531325686,0.09322046327124553,0.11951782276449606
4,9.543491971738854,0.06880220269898023,0.11021400115169976
5,9.633922428179112,0.06491702497942195,0.10781540046149593
6,9.578115527628654,0.05703283664475009,0.10556465747392477
7,9.578115527628654,0.05703283664475009,0.10556465747392477
8,9.578115527628654,0.05703283664475009,0.10556465747392477
9,9.93363597910899,0.006866424756507145,0.08702157225801595
10,9.93363597910899,0.006866424756507145,0.08702157225801595
11,9.93363597910899,0.006866424756507145,0.08702157225801595
12,9.974492225979406,0.0012711378405231566,0.08529491161565063
13,9.993410687263527,0.00184307899364837,0.08524056410270156
14,9.98403416232709,0.0014109503891992516,0.08523308666382179
15,9.989008499486564,0.0008670050265239507,0.08505907790244287
16,9.989008499486564,0.0008670050265239507,0.08505907790244287
17,9.989008499486564,0.0008670050265239507,0.08505907790244287
18,9.988577699159245,0.0008125483324561524,0.08505082552597068
19,9.988577699159245,0.0008125483324561524,0.08505082552597068
20,9.985326809572674,0.0005685315370836518,0.08502689911048378
21,9.988917215246683,0.0007027105957182305,0.08502231814694187
22,9.988677808779801,0.0001624050853833586,0.08490119696316745
23,9.988677808779801,0.0001624050853833586,0.08490119696316745
24,9.988674753649933,0.0001001419771345533,0.08488703440155884
25,9.993265941761315,0.00014100017394855859,0.08485126982960242
26,9.99791675817906,0.00023784318536642502,0.0848277217155735
27,9.99791675817906,0.00023784318536642502,0.0848277217155735
28,9.99791675817906,0.00023784318536642502,0.0848277217155735
29,9.997029731687624,9.006443443379113e-05,0.08480274213309369
30,9.997029731687624,9.006443443379113e-05,0.08480274213309369
31,9.998657488426018,9.25022905495681e-05,0.0847873377173577
32,9.998113801890172,5.503166819586009e-05,0.08478413531614674
33,9.99815090138318,5.6131861502599526e-05,0.08478402209352792
34,9.998549190689198,6.733697300516356e-05,0.08478266877333229
35,9.998549190689198,6.733697300516356e-05,0.08478266877333229
36,9.998330568197167,4.475733700059921e-05,0.08477967115448175
37,9.998330568197167,4.475733700059921e-05,0.08477967115448175
38,9.998330568197167,4.475733700059921e-05,0.08477967115448175
39,9.999096360156988,1.9066612900101978e-05,0.08476631681634418
40,9.99910957089282,1.927009077156858e-05,0.08476623364315343
41,9.99910957089282,1.927009077156858e-05,0.08476623364315343
42,9.999468969324269,2.295739582742e-05,0.08476355036913787
43,9.999255640316177,1.3712705300330824e-05,0.08476353719094304
44,9.999637265531755,2.074232140677693e-05,0.08476139683083324
45,9.999545563644531,1.5497892476861163e-05,0.08476110199315302
46,9.999545563644531,1.5497892476861163e-05,0.08476110199315302
47,9.999545563644531,1.5497892476861163e-05,0.08476110199315302
48,9.99956216195902,1.575183703499864e-05,0.08476099711446065
49,9.99956216195902,1.575183703499864e-05,0.08476099711446065
50,9.999723356828607,7.942645664241134e-06,0.08475764019521655
51,9.999749732430331,8.70004529769647e-06,0.0847575540704019
52,9.999981084118671,4.914629158950484e-06,0.08475442545707423
53,9.999981084118671,4.914629158950484e-06,0.08475442545707423
54,9.999981084118671,4.914629158950484e-06,0.08475442545707423
55,9.999981084118671,4.914629158950484e-06,0.08475442545707423
56,9.999990034087844,5.481659681572969e-07,0.0847533441575282
57,9.999990034087844,5.481659681572969e-07,0.0847533441575282
58,9.999986951267326,9.705917365593344e-08,0.08475327171980901
59,9.999986951267326,9.705917365593344e-08,0.08475327171980901
60,9.999986951267326,9.705917365593344e-08,0.08475327171980901
61,9.999986951267326,9.705917365593344e-08,0.08475327171980901
62,9.999991052586445,1.1944628511297397e-07,0.08475323662308416
63,9.999991052586445,1.1944628511297397e-07,0.08475323662308416
64,9.999991052586445,1.1944628511297397e-07,0.08475323662308416
65,9.999991052586445,1.1944628511297397e-07,0.08475323662308416
