Indicador,alpha,delta,Fitness
Mejor (Fitness),9.999999874427008,0.4102919917172928,-0.2244060136302129
Peor (Fitness),9.99686970319023,0.4074239407081168,-0.22435630913081095
Media,9.999202097987427,0.4094589476638159,-0.22439380825943012
Desv. Estándar,0.001198147529410314,0.001059047209168187,1.9074924221731123e-05
