Indicador,x1,x2,Fitness
Mejor,9.999997567207279,0.4104394130406062,-0.2244059716392895
Media,9.999999978755374,0.432570825078462,-0.21459350655133178
Peor,9.999999985172508,0.7562163867593816,-0.09438873060857428
Desv. estándar,,,0.018326576306235038
