Indicador,x1,x2,Fitness
Mejor,9.999887796776456,0.4101126424460841,-0.2244046692961347
Media,9.999957053657727,0.7424566292736358,-0.11394228899646003
Peor,9.999999626928371,0.981685131117296,-0.045387852329219554
Desv. estándar,,,0.06276633860085871
