Generacion,Mejor alpha,Mejor delta,Mejor Fitness
1,9.094506623218596,0.008234481879219935,0.09641149056310667
2,9.094506623218596,0.008234481879219935,0.09641149056310667
3,9.094506623218596,0.008234481879219935,0.09641149056310667
4,9.000877988099477,0.0017078203690596983,0.0959031392939709
5,9.57176391919997,0.0022712122203916154,0.08965557637117143
6,9.57176391919997,0.0022712122203916154,0.08965557637117143
7,9.930644706555684,0.0040814965232906925,0.08638568069819741
8,9.930644706555684,0.0040814965232906925,0.08638568069819741
9,9.994706590373534,0.0006949608235289823,0.08496367004274312
10,9.993292779181061,0.0003665551990777536,0.0849024605911565
11,9.992720058002242,5.693546779480304e-05,0.08483747482585768
12,9.999050804787718,6.500154112337893e-05,0.08477721991504002
13,9.99955749074914,5.8712885186934104e-05,0.08477082183339275
14,9.999460807362428,4.91002319939614e-05,0.08476958105512712
15,9.999441855457519,4.7210391498821904e-05,0.08476933659061668
16,9.999441855457519,4.7210391498821904e-05,0.08476933659061668
17,9.999652704470002,9.44746024488282e-06,0.08475867504530556
18,9.999765323269832,1.2343272145868565e-05,0.08475823036560155
19,9.999786988269452,3.1224913486507666e-06,0.08475591973490539
20,9.99986754950914,2.9780417644977187e-06,0.08475509737852256
21,9.999915890545967,3.868497796987515e-06,0.08475482627689762
22,9.999915890545967,3.868497796987515e-06,0.08475482627689762
23,9.999915650459306,2.0705097274133734e-06,0.0847544194928168
24,9.999915650459306,2.0705097274133734e-06,0.0847544194928168
25,9.999978549164927,5.591506589287779e-08,0.08475334469401799
26,9.999978549164927,5.591506589287779e-08,0.08475334469401799
27,9.999991598803124,7.758953838437409e-08,0.08475322174610471
28,9.99999170395191,7.657549121508912e-08,0.0847532204849587
29,9.999992033392633,8.012897017818548e-08,0.08475321806519036
30,9.999994953628775,7.411935839936967e-08,0.08475318808093549
31,9.999994953628775,7.411935839936967e-08,0.08475318808093549
32,9.999994953628775,7.411935839936967e-08,0.08475318808093549
33,9.999994953628775,7.411935839936967e-08,0.08475318808093549
34,9.999994953628775,7.411935839936967e-08,0.08475318808093549
35,9.999994953628775,7.411935839936967e-08,0.08475318808093549
36,9.999994953628775,7.411935839936967e-08,0.08475318808093549
37,9.999994531840663,1.1857592931936038e-08,0.08475317804682704
38,9.999994755139165,1.36049856753107e-08,0.08475317625623083
39,9.99999570174699,2.0467361582299318e-08,0.0847531685414767
40,9.99999570174699,2.0467361582299318e-08,0.0847531685414767
41,9.99999570174699,2.0467361582299318e-08,0.0847531685414767
42,9.999998863988758,3.4107536237908514e-08,0.0847531406569458
43,9.999998863988758,3.4107536237908514e-08,0.0847531406569458
44,9.999998863988758,3.4107536237908514e-08,0.0847531406569458
45,9.999998863988758,3.4107536237908514e-08,0.0847531406569458
46,9.999998861422794,2.3313284184372817e-08,0.08475313822590369
47,9.999999357913389,1.2386652070761541e-08,0.08475313087425085
48,9.999999357913389,1.2386652070761541e-08,0.08475313087425085
49,9.999999924241457,9.024671091434996e-09,0.0847531245595334
50,9.999999916391097,7.610071300542681e-09,0.08475312431457656
