Indicador,x1,x2,Fitness
Mejor,9.999999999996465,0.9999999999994501,0.9881474977008601
Media,9.999999999997266,0.9999999999995742,0.9881474977008602
Peor,9.999999999996465,0.9999999999994501,0.9881474977008601
Desv. estándar,,,1.1102230246251565e-16
