Indicador,x1,x2,Fitness
Mejor,10.0,2.965800104618037e-18,0.08475312176361435
Media,10.0,2.965800104618037e-18,0.08475312176361437
Peor,10.0,2.965800104618037e-18,0.08475312176361435
Desv. estándar,,,1.3877787807814457e-17
